1973.898876	1566.375
1605.649123	1137.793103
1413.6	977.1272727
1550.636364	1186.673077
1490.188679	1042.949153
1703.333333	1143.528302
897.3673469	885.6136364
1094.05	        923.244898
1942.428571	982.3684211
1384.333333	1009.395833
1603.811321	1131.964912
1855.113636	1152.294118
1426.4	        1570.94
1328.346939	1099.288889
1654.818182	754.8108108
2314.787879	1335.864865
1083.619048	1021.754717
1924.5	        1140.787234
1901.369565	1050.446429
1589.018868	1102.8
1347.521739	1142.019608
1085.615385	944.36
1715	        978.4333333
1530.222222	1280.509434
1808.489796	1454.433962
1471.795455	1447.90566
1070.938776	905.9285714
1899.9375	1297.038462
1325.327586	1035.035714
1488.306122	1421.897959
2039.023256	1374.226415
2031.94	        1046.5
2346.959184	1591.446429
1212.686275	819.3773585
1375.866667	1025.756757
1966.159091	874.7962963
1818.188679	1525.363636
1333.638298	793.9310345
1582.854167	966.9818182
1733.953488	953.5652174
1517	        965.9454545
1380.454545	950.4745763
1796.282609	1330.6
1652.090909	1131.1
1624.853659	1448.862745
2183.285714	1098.472727
1968.941176	1622.9375
1249.380952	836.82
1067.755556	847.98
2156.634615	1336.240741
1664.425532	944.4285714
1718.176471	1344.54
1137.320755	884.8103448
1352.596154	1150.222222
1396.472727	884.4482759
1619.642857	1354.82
1924.163265	1494.541667
991.3703704	1085.16
